"COLUMN_NAME","COMMENTS"
"F0302_004V","合并类型(合并本期、合并上期、母公司本期、母公司上期)"
"F0302_003V","合并类型编码"
"F0302_001N","个股财务报表ID"
"F0302_002V","公司代码"
"F0303_026N","非流动资产总值"
"F0303_027N","总资产"
"F0303_028N","现金及有价证券担保"
"F0303_029N","非股权储备"
"F0303_030N","应付账款"
"F0303_031N","活期存款"
"F0303_032N","定期存款"
"F0303_033N","其他存款"
"F0303_034N","总存款"
"F0303_035N","短期付息债务"
"F0303_036N","未决赔款准备金"
"F0303_037N","未到期责任准备金"
"F0303_038N","寿险及长期健康责任准备金"
"F0303_039N","其他营业准备金"
"F0303_040N","总保险准备金"
"F0303_041N","其他短期负债"
"F0303_042N","流动负债"
"F0303_043N","长期付息债务"
"F0303_044N","长期借款总计"
"F0303_045N","其他长期负债"
"F0303_046N","总负债"
"F0303_047N","优先股"
"F0303_048N","少数股东权益"
"F0303_049N","股本与资本公积"
"F0303_050N","留存收益"
"F0303_051N","总通用股东权益"
"F0303_052N","股东权益"
"F0303_053N","负债及股东权益合计"
"F0303_054N","总流通股数"
"F0303_055N","应付票据"
"F0303_001N","个股财务报表ID"
"F0303_002N","现金及现金等价物"
"F0303_003N","银行间资产"
"F0303_004N","交易性金融资产等短期投资"
"F0303_005N","应收款项"
"F0303_006N","存货"
"F0303_007N","其他流动资产"
"F0303_008N","流动资产合计"
"F0303_009N","商业贷款"
"F0303_010N","消费贷款"
"F0303_011N","其他贷款"
"F0303_012N","总贷款"
"F0303_013N","贷款损失准备"
"F0303_014N","贷款净额"
"F0303_015N","债券类投资"
"F0303_016N","权益类投资"
"F0303_017N","房地产投资"
"F0303_018N","其他长期投资"
"F0303_019N","长期投资合计"
"F0303_020N","固定资产总值"
"F0303_021N","累计折旧"
"F0303_022N","固定资产净额"
"F0303_023N","无形资产合计"
"F0303_024N","无形、递延及其他资产"
"F0303_025N","委托业务"
"F0303_045N","其他长期负债"
"F0303_030N","应付账款"
"F0303_031N","活期存款"
"F0303_032N","定期存款"
"F0303_033N","其他存款"
"F0303_034N","总存款"
"F0303_035N","短期付息债务"
"F0303_036N","未决赔款准备金"
"F0303_037N","未到期责任准备金"
"F0303_038N","寿险及长期健康责任准备金"
"F0303_039N","其他营业准备金"
"F0303_040N","总保险准备金"
"F0303_041N","其他短期负债"
"F0303_042N","流动负债"
"F0303_043N","长期付息债务"
"F0303_044N","长期借款总计"
"F0303_047N","优先股"
"F0303_048N","少数股东权益"
"F0303_049N","股本与资本公积"
"F0303_050N","留存收益"
"F0303_051N","总通用股东权益"
"F0303_052N","股东权益"
"F0303_053N","负债及股东权益合计"
"F0303_054N","总流通股数"
"F0303_055N","应付票据"
"F0303_001N","个股财务报表ID"
"F0303_002N","现金及现金等价物"
"F0303_003N","银行间资产"
"F0303_004N","交易性金融资产等短期投资"
"F0303_005N","应收款项"
"F0303_006N","存货"
"F0303_007N","其他流动资产"
"F0303_008N","流动资产合计"
"F0303_009N","商业贷款"
"F0303_010N","消费贷款"
"F0303_011N","其他贷款"
"F0303_012N","总贷款"
"F0303_013N","贷款损失准备"
"F0303_014N","贷款净额"
"F0303_015N","债券类投资"
"F0303_016N","权益类投资"
"F0303_017N","房地产投资"
"F0303_018N","其他长期投资"
"F0303_019N","长期投资合计"
"F0303_020N","固定资产总值"
"F0303_021N","累计折旧"
"F0303_022N","固定资产净额"
"F0303_023N","无形资产合计"
"F0303_024N","无形、递延及其他资产"
"F0303_025N","委托业务"
"F0303_026N","非流动资产总值"
"F0303_027N","总资产"
"F0303_028N","现金及有价证券担保"
"F0303_029N","非股权储备"
"F0303_046N","总负债"
"F0304_001N","个股财务数据ID"
"F0304_002N","营业收入"
"F0304_003N","营业成本"
"F0304_004N","利息及投资收入"
"F0304_005N","利息支出"
"F0304_006N","净利息收入"
"F0304_007N","贷款损失准备"
"F0304_008N","备抵后净利息收入"
"F0304_009N","非利息收入"
"F0304_010N","非利息支出"
"F0304_011N","佣金及手续费收入"
"F0304_012N","总开支及损失准备"
"F0304_013N","已赚保费收入"
"F0304_014N","赔付支出"
"F0304_035N","研究开发经费"
"F0304_036N","已分配资金"
"F0304_015N","承销成本"
"F0304_016N","投资收益"
"F0304_017N","营业及管理费用"
"F0304_018N","交易账户盈亏"
"F0304_019N","外汇损益"
"F0304_020N","其他营业收入"
"F0304_021N","净营业收入"
"F0304_022N","营业利润"
"F0304_023N","息税前利润"
"F0304_024N","财务费用"
"F0304_025N","营业外净损益"
"F0304_026N","非经常项前净利润"
"F0304_027N","税前非经常性损益"
"F0304_028N","非经常性损益"
"F0304_029N","税前利润"
"F0304_030N","所得税费用"
"F0304_031N","净利润"
"F0304_032N","少数股东权益"
"F0304_033N","可再投资净利润"
"F0304_034N","折旧费用"
"F0304_016N","投资收益"
"F0304_015N","承销成本"
"F0304_018N","交易账户盈亏"
"F0304_019N","外汇损益"
"F0304_020N","其他营业收入"
"F0304_021N","净营业收入"
"F0304_022N","营业利润"
"F0304_023N","息税前利润"
"F0304_024N","财务费用"
"F0304_025N","营业外净损益"
"F0304_026N","非经常项前净利润"
"F0304_027N","税前非经常性损益"
"F0304_028N","非经常性损益"
"F0304_029N","税前利润"
"F0304_030N","所得税费用"
"F0304_031N","净利润"
"F0304_032N","少数股东权益"
"F0304_033N","可再投资净利润"
"F0304_034N","折旧费用"
"F0304_035N","研究开发经费"
"F0304_036N","已分配资金"
"F0304_001N","个股财务数据ID"
"F0304_002N","营业收入"
"F0304_003N","营业成本"
"F0304_004N","利息及投资收入"
"F0304_005N","利息支出"
"F0304_006N","净利息收入"
"F0304_007N","贷款损失准备"
"F0304_008N","备抵后净利息收入"
"F0304_009N","非利息收入"
"F0304_010N","非利息支出"
"F0304_011N","佣金及手续费收入"
"F0304_012N","总开支及损失准备"
"F0304_013N","已赚保费收入"
"F0304_014N","赔付支出"
"F0304_017N","营业及管理费用"
"F0305_018N","长期借款增加额"
"F0305_019N","偿还长期借款"
"F0305_020N","减少股本"
"F0305_021N","分配股本支付的现金"
"F0305_022N","其他筹资活动现金流量"
"F0305_023N","筹资活动产生的现金流量"
"F0305_024N","现金及现金等价物净增加额"
"F0305_025N","偿付利息支付的现金"
"F0305_026N","支付的各项税费"
"F0305_027N","自由现金流量"
"F0305_001N","个股财务数据ID"
"F0305_002N","净利润"
"F0305_003N","折旧与摊销"
"F0305_004N","非现金营运资本增减"
"F0305_005N","其他非现金调整"
"F0305_006N","经营活动所得现金"
"F0305_007N","收回投资收到的现金"
"F0305_008N","固定资产处置"
"F0305_009N","资本性支出"
"F0305_010N","投资支付的现金"
"F0305_011N","贷款及拆借净增加额"
"F0305_012N","其他与投资活动有关的现金"
"F0305_013N","投资活动现金流量"
"F0305_014N","客户存款和同业存放净增加"
"F0305_015N","短期借款增加额"
"F0305_016N","增加保险准备金"
"F0305_017N","吸收投资收到的现金"
"F0305_001N","个股财务数据ID"
"F0305_027N","自由现金流量"
"F0305_003N","折旧与摊销"
"F0305_004N","非现金营运资本增减"
"F0305_005N","其他非现金调整"
"F0305_006N","经营活动所得现金"
"F0305_007N","收回投资收到的现金"
"F0305_008N","固定资产处置"
"F0305_009N","资本性支出"
"F0305_010N","投资支付的现金"
"F0305_011N","贷款及拆借净增加额"
"F0305_012N","其他与投资活动有关的现金"
"F0305_013N","投资活动现金流量"
"F0305_014N","客户存款和同业存放净增加"
"F0305_015N","短期借款增加额"
"F0305_016N","增加保险准备金"
"F0305_017N","吸收投资收到的现金"
"F0305_018N","长期借款增加额"
"F0305_019N","偿还长期借款"
"F0305_020N","减少股本"
"F0305_021N","分配股本支付的现金"
"F0305_022N","其他筹资活动现金流量"
"F0305_023N","筹资活动产生的现金流量"
"F0305_024N","现金及现金等价物净增加额"
"F0305_025N","偿付利息支付的现金"
"F0305_026N","支付的各项税费"
"F0305_002N","净利润"
"F0080_001V","基金名称"
"F0080_002V","基金交易代码"
"F0080_003V","基金申赎代码"
"OB_SEQ_ID","序列号"
"F0081_008N","股票数量"
"OB_SEQ_ID","序列号"
"F0081_012D","记录时间"
"F0081_011N","固定替代金额"
"F0081_010N","现金替代保证金率"
"F0081_009V","现金替代标志(0禁止、1允许、2必须、3深市补退、4深市必须)"
"F0081_007V","股票代码"
"F0081_006V","股票所属类别"
"F0081_005V","股票所属市场"
"F0081_004V","基金代码"
"F0081_003V","基金类型"
"F0081_002V","基金交易场所"
"F0081_001D","交易日"
"F0082_007N","预估现金差额(T)"
"F0082_013N","昨日现金差额(T-1)"
"F0082_009V","是否需要公布IOPV(T)(1是；0否)"
"F0082_010N","最小申购、赎回单位(T)"
"F0082_012V","是否开放赎回(T)(0禁止，1允许，2必须)"
"F0082_006V","基金管理公司名称"
"F0082_005V","基金名称"
"F0082_004V","基金代码"
"F0082_003V","证券类型"
"F0082_002V","交易市场"
"F0082_001D","交易日"
"F0082_011V","是否开放申购(T)(0禁止，1允许，2必须)"
"OB_SEQ_ID","序列号"
"F0082_016D","创建时间"
"F0082_015N","基金份额净值"
"F0082_014N","最小申购、赎回单位资产净值(T-1)"
"F0082_008N","现金代替比例上限(T)"
"F0384_023N","一日回报"
"F0384_024N","三月回报"
"F0384_025N","六月回报"
"F0384_026N","一年回报"
"F0384_027N","三年回报-年化"
"F0384_028N","一日相对市场回报"
"F0384_029N","三月相对市场回报"
"F0384_030N","六月相对市场回报"
"F0384_031N","一年相对市场回报"
"F0384_032N","三年相对市场回报-年化"
"F0384_033N","一日相对基金风格基准回报"
"F0384_034N","三月相对基金风格基准回报"
"F0384_035N","六月相对基金风格基准回报"
"F0384_036N","一年相对基金风格基准回报"
"F0384_037N","三年相对基金风格基准回报-年化"
"F0384_038N","季度回报"
"F0384_039N","季度相对市场回报"
"F0384_040N","季度相对风格指数回报"
"F0384_041N","季度相对风格指数回报全市场排名"
"OB_SEQ_ID","序列号"
"F0384_042N","择时能力β1"
"F0384_043N","选股能力Β2"
"F0384_044N","行业配置能力Β3"
"F0384_045N","风险管理能力Β4"
"F0384_046N","峰度"
"F0384_047N","偏度"
"F0384_048N","基金评级平滑(1星-5星)"
"F0384_001D","交易日"
"F0384_002V","交易场所"
"F0384_003V","证券类型"
"F0384_004V","证券代码"
"F0384_005N","择时能力"
"F0384_006N","择时能力(0-100分)"
"F0384_007N","选股能力"
"F0384_008N","选股能力(0-100分)"
"F0384_009N","行业配置能力"
"F0384_010N","行业配置能力(0-100分)"
"F0384_011N","风险管理能力"
"F0384_012N","风险管理能力(0-100分)"
"F0384_013N","基金评级分值"
"F0384_014N","基金评级(1-5星)"
"F0384_015N","波动率"
"F0384_016N","最大回撤百分比"
"F0384_017N","下行风险"
"F0384_018N","最差日回报"
"F0384_019N","最好日回报"
"F0384_020N","连续上涨天数"
"F0384_021N","连续下跌天数"
"F0384_022N","基金资产规模"
"FUND_CODE","基金评级"
"FUND_NAME","基金名称"
"APPLY_UNIT","最小申购单元"
"SOURCE","信息来源"
"OB_SEQ_ID","操作序号"
"FUND_CODE","基金代码"
"TRADE_DATE","交易日期"
"APPLY_STATUS","申购状态"
"REDEMPTION_STATUS","赎回状态"
"OB_SEQ_ID","操作序号"
"INDEX_PRE_3M","指数前3月回报"
"INDEX_PRE_6M","指数前6月回报"
"INDEX_PRE_12M","指数前1年回报"
"INDEX_PRE_36M","指数前3年回报"
"OB_SEQ_ID","序列号"
"TRAD_DT","交易日"
"EXCHG","市场"
"FUND_TYPE_CODE","基金类别代码"
"FUND_ID","基金代码"
"FUND_PRE_3M","基金前3月回报"
"FUND_PRE_6M","基金前6月回报"
"FUND_PRE_12M","基金前1年回报"
"FUND_PRE_36M","基金前3年回报"
"LOWER_LIMIT","下限"
"UPPER_LIMIT","上限"
"PRICE_CHANGE_INDEX","指数回报"
"PRICE_CHANGE_FUND","基金回报"
"TRAD_DT","交易日"
"FUND_TYPE_CODE","基金类别代码"
"EXCHG","市场"
"OB_SEQ_ID","序列号"
"FUND_ID","基金代码"
"EXCHG","市场"
"OB_SEQ_ID","序列号"
"FUND_RANK_RATIO","击败基金比例"
"FUND_RATING_STAR_LEVEL","基金评级"
"FUND_RATING_TOPTRADE_STD_ADJ","平滑后的星级"
"FUND_RATING_TOPTRADE_ADJ","平滑后的分值"
"FUND_RATING_TOPTRADE","分值"
"TRAD_DT","交易日"
"FUND_TYPE_CODE","基金类别代码"
"FUND_TYPE_NAME","基金类别名称"
"INVT_STYLE","基金投资类型"
"FUND_ID","基金代码"
"FUND_NAME","基金名称"
"FUND_MKT_TIMING","择时能力"
"FUND_STK_SELECTIVITY","选股能力"
"FUND_INDUS_ALLOC","行业配置能力"
"FUND_RISK_MGMT","风险管理能力"
"TRAD_DT","交易日"
"OB_SEQ_ID","序列号"
"RATIO_SUM","占基金净值比例"
"INDUS_NAME","行业名称"
"FUND_ID","基金代码"
"FUND_TYPE_CODE","基金类别代码"
"EXCHG","市场"
"OB_SEQ_ID","序列号"
"PROP_NET_ASSET","占基金净值比例"
"STOCK_NAME","股票名称"
"STOCK_CODE","股票代码"
"FUND_ID","基金代码"
"FUND_TYPE_CODE","基金类别代码"
"TRAD_DT","交易日"
"EXCHG","市场"
"F0101_001D","交易日"
"F0101_002V","交易市场"
"F0101_003V","预留"
"F0101_004V","品种代码"
"F0101_005V","合约代码"
"OB_SEQ_ID","序列号"
"F0101_007N","前结价"
"F0101_008N","前持仓"
"F0101_009N","截止到行权日的天数"
"F0101_010N","无风险利率"
"F0101_006N","前收价"
"TRADE_DATE","交易日期"
"STRATEGY_ID","产品ID"
"SECURITY_TYPE","证券类别(0 现金;1 基金;2 股票;3 期货;4 期权;5 债券)"
"SECURITY_CODE","证券代码"
"MARKET_VALUE","持仓市值/元"
"AMOUNT","持仓数量"
"COST_PRICE","成本价格/元"
"CLOSE_PRICE","收盘价格/元"
"COST","成本/元"
"SECURITY_NAME","证券名称"
"OB_SEQ_ID","序列号"
"F0055_007V","指数类别"
"F0055_006V","交易场所"
"F0055_005D","创建时间"
"F0055_008V","板块分类代码"
"F0055_003V","指数分类"
"F0055_002V","指数名称"
"F0055_001N","指数ID"
"F0055_004V","指数代码"
"F0056_003V","股票代码"
"F0056_010N","权重-自由流通股本"
"F0056_009N","权重-流通股本"
"F0056_008N","权重-自由流通市值"
"OB_SEQ_ID","序列号"
"F0056_007D","记录时间"
"F0056_006N","权重-流通市值"
"F0056_005V","证券类别"
"F0056_004V","交易场所"
"F0056_002N","指数ID"
"F0056_001D","日期"
"F0057_006V","证券类型"
"F0057_010V","变动原因(首次发布、定期调整、临时调整)"
"F0057_004D","变动日期"
"F0057_003D","公告日期"
"F0057_007V","证券代码"
"F0057_008V","证券简称"
"F0057_009N","权重"
"F0057_001V","指数ID"
"F0057_002V","指数名称"
"F0057_014N","计算权重使用股本"
"OB_SEQ_ID","序列号"
"F0057_013D","修改时间"
"F0057_012D","录入时间"
"F0057_011V","备注"
"F0057_005V","交易场所"
"F0091_003V","股票代码"
"F0091_004V","交易场所"
"F0091_005V","证券类别"
"F0091_006N","个股申赎清单市值"
"F0091_007N","指数申赎清单总市值"
"F0091_008N","权重"
"F0091_009D","创建时间"
"OB_SEQ_ID","序列号"
"F0091_001D","日期"
"F0091_002N","关联指数表ID"
"F0058_009N","股数"
"F0058_005V","股票代码"
"F0058_006V","股票名称"
"F0058_007N","权重"
"F0058_004V","指数名称"
"F0058_008V","所属行业指数"
"F0058_002D","日期"
"F0058_003V","指数id"
"F0058_001N","记录id"
"F0056_010N","权重-自由流通股本"
"F0056_009N","权重-流通股本"
"F0056_008N","权重-自由流通市值"
"OB_SEQ_ID","序列号"
"F0056_006N","权重-流通市值"
"F0056_005V","证券类别"
"F0056_004V","交易场所"
"F0056_003V","股票代码"
"F0056_002N","指数ID"
"F0056_001D","日期"
"F0056_007D","记录时间"
"UPDATE_TIME","更新时间"
"CREATE_TIME","创建时间"
"CLOSE","收盘价"
"INDUSTRY_NAME","行业名称"
"INDUSTRY_CODE","行业代码"
"TRAD_DT","交易日"
"OB_SEQ_ID","序列号"
"F0159_001D","日志产生时间"
"F0159_002N","日志级别 1表示错误 2 表示警告 3表示提示"
"F0159_003V","产生错误的过程名称"
"F0159_004V","涉及到的表名"
"F0159_010N","是否已发邮件 0未发，1已发"
"F0159_006V","错误描述"
"F0159_007N","人工处理的标志  Null或1：未处理 2处理成功 3坏点"
"F0159_008D","处理时间"
"F0159_009V","处理结果描述"
"F0159_005V","参数列表  逗号分隔"
"MARKET","市场"
"FINANCING_BUY_VALUE","融资买入额（元）"
"FINANCING_BALANCE_VALUE","融资余额（元）"
"MARGIN_SELL_AMOUNT","融券卖出量（股）"
"MARGIN_BALANCE_AMOUNT","融券余量（股）"
"MARGIN_BALANCE_VALUE","融券余额（元）"
"FINANCING_MARGIN_BALANCE_VALUE","融资融券余额（元）"
"TRADE_DATE","交易日期"
"HS300","指数点位"
"MARKET_VALUE","持仓市值/元"
"STRATEGY_NAME","产品名称"
"STRATEGY_ID","产品ID"
"F0407_004V","描述因子属性"
"F0407_003V","描述因子英文名称"
"F0407_002V","描述因子名称"
"F0407_001N","描述因子id"
"F0407_005V","描述"
"F0414_012N","上行市场交易量波动率"
"F0414_013N","上行市场与全市场指数的相关性系数"
"F0414_014N","上行市场与全市场指数的beta"
"F0414_015N","上行市场与全市市场指数波动率的相对值"
"F0414_016N","下行市场价格波动率"
"F0414_017N","下行市场交易量波动率"
"F0414_018N","下行市场与全市场指数的相关性系数"
"F0414_019N","下行市场与全市场指数的beta"
"F0414_020N","下行市场与全市市场指数波动率的相对值"
"F0414_021N","平均交易额"
"F0414_022N","买方成交量均值"
"F0414_023N","卖方成交量均值"
"F0414_024N","买方成交额均值"
"F0414_025N","卖方成交额均值"
"F0414_026N","流通总市值对数"
"F0414_027N","总资产对数"
"F0414_028N","分时alpha"
"F0414_029N","月信息率"
"F0414_030N","周信息率"
"F0414_031N","相对强度"
"F0414_032N","资金流量"
"F0414_033N","按照自由流通股本计算的日换手率均值"
"F0414_034N","换手率均值"
"F0414_035N","价格收入比"
"F0414_036N","市盈率"
"F0414_037N","价格现金流量比"
"F0414_038N","PE"
"F0414_039N","PB"
"F0414_040N","PCF"
"F0414_041N","收入增长率"
"F0414_042N","总资产回报率"
"F0414_043N","净资产回报率"
"F0414_044N","负债率"
"OB_SEQ_ID","ob_seq_id"
"F0414_001D","交易日期"
"F0414_002V","证券市场"
"F0414_003V","证券类型"
"F0414_004V","股票代码"
"F0414_005N","价格波动率"
"F0414_006N","交易量波动率"
"F0414_007N","与全市场指数的相关性系数"
"F0414_008N","与全市场指数的beta"
"F0414_009N","与全市市场指数波动率的相对值"
"F0414_010N","10日价格波动率 （加速因子，短期波动率）"
"F0414_011N","上行市场价格波动率"
"F0415_035N","价格收入比"
"F0415_034N","换手率均值"
"F0415_037N","价格现金流量比"
"F0415_038N","PE"
"F0415_039N","PB"
"F0415_040N","PCF"
"F0415_041N","收入增长率"
"F0415_042N","总资产回报率"
"F0415_043N","净资产回报率"
"F0415_044N","负债率"
"F0415_005N","价格波动率"
"F0415_006N","交易量波动率"
"F0415_007N","与全市场指数的相关性系数"
"F0415_008N","与全市场指数的beta"
"F0415_009N","与全市市场指数波动率的相对值"
"F0415_010N","10日价格波动率 （加速因子，短期波动率）"
"F0415_011N","上行市场价格波动率"
"F0415_012N","上行市场交易量波动率"
"F0415_013N","与全市场指数的相关性系数"
"F0415_014N","与全市场指数的beta"
"F0415_015N","与全市市场指数波动率的相对值"
"F0415_016N","价格波动率"
"F0415_017N","交易量波动率"
"F0415_018N","与全市场指数的相关性系数"
"F0415_019N","与全市场指数的beta"
"F0415_020N","与全市市场指数波动率的相对值"
"F0415_021N","平均交易额"
"F0415_022N","买方成交量均值"
"F0415_023N","卖方成交量均值"
"F0415_024N","买方成交额均值"
"F0415_025N","卖方成交额均值"
"F0415_026N","流通总市值对数"
"F0415_027N","总资产对数"
"F0415_028N","分时alpha"
"F0415_029N","月信息率"
"F0415_030N","周信息率"
"F0415_031N","相对强度"
"F0415_032N","资金流量"
"F0415_033N","按照自由流通股本计算的日换手率均值"
"F0415_036N","市盈率"
"F0420_001D","日期"
"F0420_003N","公共因子指数"
"F0420_002N","公共因子id"
"OB_SEQ_ID","ob_seq_id"
"F0421_001D","日期"
"F0421_002N","公共因子A id"
"F0421_003N","公共因子B id"
"OB_SEQ_ID","ob_seq_id"
"F0421_004N","协方差"
"OB_SEQ_ID","ob_seq_id"
"F0423_005V","公共因子属性"
"F0423_003V","公共因子名称"
"F0423_004V","公共因子英文名称"
"F0423_002N","模型ID"
"F0423_001N","公共因子id"
"F0424_003N","描述子因子权重"
"OB_SEQ_ID","ob_seq_id"
"F0424_002N","描述子因id"
"F0424_001N","公共因子id"
"F0425_001D","日期"
"F0425_002V","证券市场"
"F0425_003V","证券类型"
"F0425_004V","股票代码"
"F0425_007N","曝光度"
"F0425_006N","公共因子id"
"OB_SEQ_ID","ob_seq_id"
"F0427_001N","模型ID"
"F0427_002V","模型代码"
"F0427_003V","模型中文名称"
"OB_SEQ_ID","序列号"
"F0427_004V","模型英文名称"
"F0427_005V","模型描述"
"STYLE_FACTOR_EXPOS15","行业因子暴露15"
"TRAD_DT","交易日"
"STOCK_CODE","股票代码"
"INDUS_FACTOR_EXPOS1","行业因子暴露1"
"INDUS_FACTOR_EXPOS2","行业因子暴露2"
"INDUS_FACTOR_EXPOS3","行业因子暴露3"
"INDUS_FACTOR_EXPOS4","行业因子暴露4"
"INDUS_FACTOR_EXPOS5","行业因子暴露5"
"INDUS_FACTOR_EXPOS6","行业因子暴露6"
"INDUS_FACTOR_EXPOS7","行业因子暴露7"
"INDUS_FACTOR_EXPOS8","行业因子暴露8"
"INDUS_FACTOR_EXPOS9","行业因子暴露9"
"INDUS_FACTOR_EXPOS10","行业因子暴露10"
"INDUS_FACTOR_EXPOS11","行业因子暴露11"
"INDUS_FACTOR_EXPOS12","行业因子暴露12"
"STYLE_FACTOR_EXPOS1","风格因子暴露1"
"STYLE_FACTOR_EXPOS2","风格因子暴露2"
"STYLE_FACTOR_EXPOS3","风格因子暴露3"
"STYLE_FACTOR_EXPOS4","风格因子暴露4"
"STYLE_FACTOR_EXPOS5","风格因子暴露5"
"STYLE_FACTOR_EXPOS6","风格因子暴露6"
"STYLE_FACTOR_EXPOS7","风格因子暴露7"
"STYLE_FACTOR_EXPOS8","风格因子暴露8"
"STYLE_FACTOR_EXPOS9","风格因子暴露9"
"STYLE_FACTOR_EXPOS10","风格因子暴露10"
"STYLE_FACTOR_EXPOS11","风格因子暴露11"
"STYLE_FACTOR_EXPOS12","风格因子暴露12"
"STYLE_FACTOR_EXPOS13","风格因子暴露13"
"STYLE_FACTOR_EXPOS14","风格因子暴露14"
"F0109_001D","交易日"
"F0109_002V","交易时间"
"F0109_003V","交易场所"
"F0109_004V","证券类别"
"F0109_005V","证券代码"
"F0109_006V","指数交易场所"
"F0109_007V","指数类别"
"F0109_008V","指数代码"
"F0109_009N","股票的5分钟涨跌幅"
"F0109_010N","沪深300的5分钟涨跌幅"
"F0109_011N","股票的5分钟成交量合计"
"F0109_012N","预留"
"F0109_013N","预留"
"F0109_014N","预留"
"F0109_015N","预留"
"OB_SEQ_ID","序列号"
"F0158_017N","财务比率处理标志(0为未处理，1已处理)"
"F0158_018V","年度或季度标识 计算标准报表使用 原始报表任务默认0 year in (1,5,7,8)"
"F0158_015D","开始处理时间"
"F0158_014N","处理标志(1未处理,2处理成功,3处理失败)"
"F0158_013N","增加删除标志 (1删除，2增加)"
"F0158_012V","表名称 数据源"
"F0158_011D","入库时间"
"F0158_010V","报表来源"
"F0158_009V","报表来源编码"
"F0158_008V","合并类型(合并本期、合并上期、母公司本期、母公司上期)"
"F0158_007V","合并类型编码"
"F0158_006D","报告年度"
"F0158_005D","截止日期"
"F0158_004D","开始日期"
"F0158_003D","公告日期"
"F0158_002V","机构名称"
"F0158_001V","机构ID"
"F0158_016D","结束处理时间"
"F0158_018V","年度或季度标识 计算标准报表使用 原始报表任务默认0 year in (1,5,7,8)"
"F0158_017N","财务比率处理标志(0为未处理，1已处理)"
"F0158_016D","结束处理时间"
"F0158_015D","开始处理时间"
"F0158_014N","处理标志(1未处理,2处理成功,3处理失败)"
"F0158_013N","增加删除标志 (1删除，2增加)"
"F0158_012V","表名称 数据源"
"F0158_011D","入库时间"
"F0158_010V","报表来源"
"F0158_009V","报表来源编码"
"F0158_008V","合并类型(合并本期、合并上期、母公司本期、母公司上期)"
"F0158_007V","合并类型编码"
"F0158_006D","报告年度"
"F0158_005D","截止日期"
"F0158_004D","开始日期"
"F0158_003D","公告日期"
"F0158_001V","机构ID"
"F0158_002V","机构名称"
"F0161_007V","合并类型"
"F0161_019N","比率表任务状态"
"F0161_005D","截止日期"
"F0161_004D","开始日期"
"F0161_003D","公告日期"
"F0161_002V","机构名称"
"F0161_001V","机构ID"
"F0161_008N","财年"
"F0161_011D","源数据开始日期"
"F0161_010N","是否预测  0为实际值，1为预测值"
"F0161_009N","财季1为1季度，2为2季度，3为3季度，4为4季度，5为前半年，6为后半年7为年报，8为1-3季报"
"F0161_012D","源数据截止日期"
"F0161_013N","利润表表任务状态(空未处理,1已处理)"
"F0161_014N","任务生成时间"
"F0161_015N","最后一次处理时间"
"F0161_017N","资产负债表任务状态"
"F0161_018N","现金流量表任务状态"
"F0161_006V","合并类型编码"
"F0161_019N","比率表任务状态"
"F0161_018N","现金流量表任务状态"
"F0161_017N","资产负债表任务状态"
"F0161_015N","最后一次处理时间"
"F0161_014N","任务生成时间"
"F0161_013N","利润表表任务状态(空未处理,1已处理)"
"F0161_012D","源数据截止日期"
"F0161_010N","是否预测  0为实际值，1为预测值"
"F0161_011D","源数据开始日期"
"F0161_009N","财季1为1季度，2为2季度，3为3季度，4为4季度，5为前半年，6为后半年7为年报，8为1-3季报"
"F0161_008N","财年"
"F0161_007V","合并类型"
"F0161_006V","合并类型编码"
"F0161_005D","截止日期"
"F0161_001V","机构ID"
"F0161_002V","机构名称"
"F0161_003D","公告日期"
"F0161_004D","开始日期"
"F0163_012N","0为未处理 1处理成功 2 处理失败"
"F0163_011N","0为未处理 1处理成功 2 处理失败"
"F0163_010N","1为1季度，2为2季度，3为3季度，4为4季度，5为前半年，6为后半年 7为年报，8为1-3季报 9为滚动一季报，10为滚动中报 11为滚动三季报"
"F0163_013N","0为未处理 1处理成功 2 处理失败"
"F0163_014N","0为未处理 1处理成功 2 处理失败"
"F0163_015N","0为未处理 1处理成功 2 处理失败"
"F0163_016N","0为未处理 1处理成功 2 处理失败"
"F0004_067N","累计-非主力资金净流入"
"F0004_068N","分钟-总资金流入"
"F0004_069N","分钟-总资金流出"
"F0004_070N","分钟-总资金净流入"
"F0004_071N","分钟-主力资金流入"
"F0004_072N","分钟-主力资金流出"
"F0004_073N","分钟-主力资金净流入"
"F0004_074N","分钟-非主力资金流入"
"F0004_075N","分钟-非主力资金流出"
"F0004_076N","分钟-非主力资金净流入"
"F0004_001D","交易日"
"F0004_002V","交易时间"
"F0004_003V","交易场所(深主板、深中小板、深创业板、上海主板)"
"F0004_004V","证券类别编码"
"F0004_005V","证券代码"
"F0004_006N","分钟-开盘"
"F0004_056N","累计-成交量(中户)"
"F0004_057N","分钟-成交量(中户)"
"F0004_058N","委买卖比"
"F0004_077N","预留"
"F0004_078N","预留"
"F0004_079N","预留"
"F0004_080N","预留"
"F0004_007N","分钟-收盘"
"F0004_008N","累计-成交额"
"F0004_009N","累计-成交量"
"F0004_014N","分钟-叫卖揭示1"
"F0004_015N","累计-市盈率1"
"F0004_016N","累计-升跌1"
"F0004_017N","累计-涨跌幅"
"F0004_018N","分钟-成交量加权平均价"
"F0004_019N","累计-成交量加权平均价"
"F0004_020N","分钟-VWAP标准差"
"F0004_021N","分钟-成交量"
