"COLUMN_NAME","COMMENTS"
"F0115_020N","分钟-VWAP标准差"
"F0115_021N","分钟-成交量"
"F0115_022N","分钟-成交额"
"F0115_023N","分钟-买价成交量"
"F0115_024N","分钟-卖价成交量"
"F0115_025N","分钟-中价成交量"
"F0115_026N","分钟-交易笔数"
"F0115_027N","分钟-平均交易量"
"F0115_028N","累计-资金流量"
"F0115_029N","累计-资金流量(特大户)"
"F0115_030N","累计-资金流量(大户)"
"F0115_031N","累计-资金流量(散户)"
"F0115_032N","累计-资金流量(游资)"
"F0115_033N","累计-成交量(特大户)"
"F0115_034N","累计-成交量(大户)"
"F0115_035N","累计-成交量(散户)"
"F0115_036N","累计-资金流量相对值"
"F0115_037N","VWAP回报"
"F0115_038D","创建时间"
"F0115_039V","停复牌标志(T停牌，N正常)"
"F0115_040N","分钟-资金流量"
"F0115_041N","分钟-资金流量(特大户)"
"F0115_042N","分钟-资金流量(大户)"
"F0115_043N","分钟-资金流量(散户)"
"F0115_044N","分钟-资金流量(游资)"
"F0115_045N","分钟-成交量(特大户)"
"F0115_050N","当天-开盘价"
"F0115_051N","隐含波动率"
"F0115_052N","分钟-内回报"
"F0115_053N","累计-交易笔数"
"F0115_054N","累计-资金流量(中户)"
"F0115_055N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0115_056N","累计-成交量(中户)"
"F0115_057N","分钟-成交量(中户)"
"F0115_058N","委买卖比"
"F0115_059N","累计-总资金流入"
"F0115_060N","累计-总资金流出"
"F0115_061N","累计-总资金净流入"
"F0115_062N","累计-主力资金流入"
"F0115_063N","累计-主力资金流出"
"F0115_064N","累计-主力资金净流入"
"F0115_065N","累计-非主力资金流入"
"F0115_066N","累计-非主力资金流出"
"F0115_067N","累计-非主力资金净流入"
"F0115_068N","分钟-总资金流入"
"F0116_038D","创建时间"
"F0116_039V","停复牌标志(T停牌，N正常)"
"F0116_040N","分钟-资金流量"
"F0116_041N","分钟-资金流量(特大户)"
"F0116_042N","分钟-资金流量(大户)"
"F0116_043N","分钟-资金流量(散户)"
"F0116_044N","分钟-资金流量(游资)"
"F0116_045N","分钟-成交量(特大户)"
"F0116_046N","分钟-成交量(大户)"
"F0116_047N","分钟-成交量(散户)"
"F0116_048N","当天-最高价"
"F0116_049N","当天-最低价"
"F0116_050N","当天-开盘价"
"F0116_051N","隐含波动率"
"F0116_052N","分钟-内回报"
"F0116_053N","累计-交易笔数"
"F0116_054N","累计-资金流量(中户)"
"F0116_055N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0116_056N","累计-成交量(中户)"
"F0116_057N","分钟-成交量(中户)"
"F0116_058N","委买卖比"
"F0116_059N","累计-总资金流入"
"F0116_060N","累计-总资金流出"
"F0116_061N","累计-总资金净流入"
"F0116_062N","累计-主力资金流入"
"F0116_063N","累计-主力资金流出"
"F0116_064N","累计-主力资金净流入"
"F0116_065N","累计-非主力资金流入"
"F0116_066N","累计-非主力资金流出"
"F0116_067N","累计-非主力资金净流入"
"F0116_068N","分钟-总资金流入"
"F0116_069N","分钟-总资金流出"
"F0116_070N","分钟-总资金净流入"
"F0116_071N","分钟-主力资金流入"
"F0116_072N","分钟-主力资金流出"
"F0116_073N","分钟-主力资金净流入"
"F0116_074N","分钟-非主力资金流入"
"F0116_075N","分钟-非主力资金流出"
"F0116_076N","分钟-非主力资金净流入"
"F0116_077N","预留"
"F0116_078N","预留"
"F0116_079N","预留"
"F0116_080N","预留"
"F0116_001D","交易日"
"F0116_002V","交易时间"
"F0116_003V","交易场所(深主板、深中小板、深创业板、上海主板)"
"F0116_004V","证券类别编码"
"F0116_005V","证券代码"
"F0116_006N","分钟-开盘"
"F0116_007N","分钟-收盘"
"F0116_008N","累计-成交额"
"F0116_009N","累计-成交量"
"F0116_010N","分钟-最高成交价"
"F0116_011N","分钟-最低成交价"
"F0116_013N","分钟-叫买揭示1"
"F0116_014N","分钟-叫卖揭示1"
"F0116_015N","累计-市盈率1"
"F0116_016N","累计-升跌1"
"F0116_017N","累计-涨跌幅"
"F0116_018N","分钟-成交量加权平均价"
"F0116_019N","累计-成交量加权平均价"
"F0116_020N","分钟-VWAP标准差"
"F0116_021N","分钟-成交量"
"F0116_022N","分钟-成交额"
"F0116_023N","分钟-买价成交量"
"F0116_024N","分钟-卖价成交量"
"F0116_025N","分钟-中价成交量"
"F0116_026N","分钟-交易笔数"
"F0116_027N","分钟-平均交易量"
"F0116_028N","累计-资金流量"
"F0116_029N","累计-资金流量(特大户)"
"F0116_030N","累计-资金流量(大户)"
"F0116_031N","累计-资金流量(散户)"
"F0116_032N","累计-资金流量(游资)"
"F0116_033N","累计-成交量(特大户)"
"F0116_034N","累计-成交量(大户)"
"F0116_035N","累计-成交量(散户)"
"F0116_036N","累计-资金流量相对值"
"F0116_037N","VWAP回报"
"F0117_032N","累计-资金流量(游资)"
"F0117_033N","累计-成交量(特大户)"
"F0117_034N","累计-成交量(大户)"
"F0117_035N","累计-成交量(散户)"
"F0117_036N","累计-资金流量相对值"
"F0117_037N","VWAP回报"
"F0117_038D","创建时间"
"F0117_039V","停复牌标志(T停牌，N正常)"
"F0117_040N","分钟-资金流量"
"F0117_041N","分钟-资金流量(特大户)"
"F0117_042N","分钟-资金流量(大户)"
"F0117_001D","交易日"
"F0117_002V","交易时间"
"F0117_003V","交易场所(深主板、深中小板、深创业板、上海主板)"
"F0117_004V","证券类别编码"
"F0117_005V","证券代码"
"F0117_065N","累计-非主力资金流入"
"F0117_066N","累计-非主力资金流出"
"F0117_067N","累计-非主力资金净流入"
"F0117_068N","分钟-总资金流入"
"F0117_069N","分钟-总资金流出"
"F0117_070N","分钟-总资金净流入"
"F0117_071N","分钟-主力资金流入"
"F0117_072N","分钟-主力资金流出"
"F0117_073N","分钟-主力资金净流入"
"F0117_074N","分钟-非主力资金流入"
"F0117_075N","分钟-非主力资金流出"
"F0117_076N","分钟-非主力资金净流入"
"F0117_077N","预留"
"F0117_078N","预留"
"F0117_079N","预留"
"F0117_080N","预留"
"F0117_006N","分钟-开盘"
"F0117_007N","分钟-收盘"
"F0117_008N","累计-成交额"
"F0117_009N","累计-成交量"
"F0117_010N","分钟-最高成交价"
"F0117_011N","分钟-最低成交价"
"F0117_013N","分钟-叫买揭示1"
"F0117_014N","分钟-叫卖揭示1"
"F0117_015N","累计-市盈率1"
"F0117_016N","累计-升跌1"
"F0117_017N","累计-涨跌幅"
"F0117_018N","分钟-成交量加权平均价"
"F0117_019N","累计-成交量加权平均价"
"F0117_020N","分钟-VWAP标准差"
"F0117_021N","分钟-成交量"
"F0117_022N","分钟-成交额"
"F0117_023N","分钟-买价成交量"
"F0117_024N","分钟-卖价成交量"
"F0117_043N","分钟-资金流量(散户)"
"F0117_044N","分钟-资金流量(游资)"
"F0117_045N","分钟-成交量(特大户)"
"F0117_046N","分钟-成交量(大户)"
"F0117_047N","分钟-成交量(散户)"
"F0117_048N","当天-最高价"
"F0117_049N","当天-最低价"
"F0117_050N","当天-开盘价"
"F0117_051N","隐含波动率"
"F0117_052N","分钟-内回报"
"F0117_053N","累计-交易笔数"
"F0117_054N","累计-资金流量(中户)"
"F0117_055N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0117_056N","累计-成交量(中户)"
"F0117_057N","分钟-成交量(中户)"
"F0117_058N","委买卖比"
"F0117_059N","累计-总资金流入"
"F0117_060N","累计-总资金流出"
"F0117_061N","累计-总资金净流入"
"F0117_062N","累计-主力资金流入"
"F0117_063N","累计-主力资金流出"
"F0117_064N","累计-主力资金净流入"
"F0117_025N","分钟-中价成交量"
"F0117_026N","分钟-交易笔数"
"F0117_027N","分钟-平均交易量"
"F0117_028N","累计-资金流量"
"F0117_029N","累计-资金流量(特大户)"
"F0117_030N","累计-资金流量(大户)"
"F0117_031N","累计-资金流量(散户)"
"F0118_008N","累计-成交额"
"F0118_009N","累计-成交量"
"F0118_010N","分钟-最高成交价"
"F0118_011N","分钟-最低成交价"
"F0118_013N","分钟-叫买揭示1"
"F0118_014N","分钟-叫卖揭示1"
"F0118_015N","累计-市盈率1"
"F0118_016N","累计-升跌1"
"F0118_017N","累计-涨跌幅"
"F0118_018N","分钟-成交量加权平均价"
"F0118_019N","累计-成交量加权平均价"
"F0118_020N","分钟-VWAP标准差"
"F0118_021N","分钟-成交量"
"F0118_022N","分钟-成交额"
"F0118_023N","分钟-买价成交量"
"F0118_024N","分钟-卖价成交量"
"F0118_025N","分钟-中价成交量"
"F0118_026N","分钟-交易笔数"
"F0118_072N","分钟-主力资金流出"
"F0118_073N","分钟-主力资金净流入"
"F0118_074N","分钟-非主力资金流入"
"F0118_075N","分钟-非主力资金流出"
"F0118_076N","分钟-非主力资金净流入"
"F0118_077N","预留"
"F0118_078N","预留"
"F0118_079N","预留"
"F0118_080N","预留"
"F0118_001D","交易日"
"F0118_002V","交易时间"
"F0118_003V","交易场所(深主板、深中小板、深创业板、上海主板)"
"F0118_004V","证券类别编码"
"F0118_005V","证券代码"
"F0118_006N","分钟-开盘"
"F0118_007N","分钟-收盘"
"F0118_027N","分钟-平均交易量"
"F0118_028N","累计-资金流量"
"F0118_029N","累计-资金流量(特大户)"
"F0118_030N","累计-资金流量(大户)"
"F0118_031N","累计-资金流量(散户)"
"F0118_032N","累计-资金流量(游资)"
"F0118_033N","累计-成交量(特大户)"
"F0118_034N","累计-成交量(大户)"
"F0118_035N","累计-成交量(散户)"
"F0118_036N","累计-资金流量相对值"
"F0118_037N","VWAP回报"
"F0118_038D","创建时间"
"F0118_039V","停复牌标志(T停牌，N正常)"
"F0118_040N","分钟-资金流量"
"F0118_041N","分钟-资金流量(特大户)"
"F0118_042N","分钟-资金流量(大户)"
"F0118_043N","分钟-资金流量(散户)"
"F0118_044N","分钟-资金流量(游资)"
"F0118_045N","分钟-成交量(特大户)"
"F0118_046N","分钟-成交量(大户)"
"F0118_047N","分钟-成交量(散户)"
"F0118_048N","当天-最高价"
"F0118_049N","当天-最低价"
"F0118_050N","当天-开盘价"
"F0118_051N","隐含波动率"
"F0118_052N","分钟-内回报"
"F0118_053N","累计-交易笔数"
"F0118_054N","累计-资金流量(中户)"
"F0118_055N","分钟-资金流量(中户)"
"OB_SEQ_ID","序列号"
"F0118_056N","累计-成交量(中户)"
"F0118_057N","分钟-成交量(中户)"
"F0118_058N","委买卖比"
"F0118_059N","累计-总资金流入"
"F0118_060N","累计-总资金流出"
"F0118_061N","累计-总资金净流入"
"F0118_062N","累计-主力资金流入"
"F0118_063N","累计-主力资金流出"
"F0118_064N","累计-主力资金净流入"
"F0118_065N","累计-非主力资金流入"
"F0118_066N","累计-非主力资金流出"
"F0118_067N","累计-非主力资金净流入"
"F0118_068N","分钟-总资金流入"
"F0118_069N","分钟-总资金流出"
"F0118_070N","分钟-总资金净流入"
"F0118_071N","分钟-主力资金流入"
"F0119_001D","交易日"
"F0119_050N","预留"
"F0119_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0119_004V","指数类别"
"F0119_005V","指数代码"
"F0119_006N","分钟-开盘"
"F0119_007N","分钟-收盘"
"F0119_008N","累计-成交额"
"F0119_009N","累计-成交量"
"F0119_010N","分钟-最高成交价"
"F0119_011N","分钟-最低成交价"
"F0119_013N","分钟-叫买揭示1"
"F0119_014N","分钟-叫卖揭示1"
"F0119_015N","累计-市盈率1"
"F0119_016N","累计-升跌1"
"F0119_017N","累计-涨跌幅"
"F0119_018N","分钟-成交量加权平均价"
"F0119_019N","累计-成交量加权平均价"
"F0119_020N","VWAP标准差"
"F0119_021N","分钟-成交量"
"F0119_022N","分钟-成交额"
"F0119_023N","分钟-买价成交量"
"F0119_024N","分钟-卖价成交量"
"F0119_025N","分钟-中价成交量"
"F0119_026N","分钟-交易笔数"
"F0119_027N","分钟-平均交易量"
"F0119_037N","VWAP回报"
"F0119_038D","创建时间"
"F0119_039N","当天-最高值"
"F0119_040N","当天-最低值"
"F0119_041N","当天-开盘价"
"F0119_042N","隐含波动率"
"F0119_043N","分钟-回报"
"F0119_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0119_049N","委买卖比"
"F0119_002V","交易时间"
"F0120_008N","累计-成交额"
"F0120_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0120_010N","分钟-最高成交价"
"F0120_011N","分钟-最低成交价"
"F0120_013N","分钟-叫买揭示1"
"F0120_014N","分钟-叫卖揭示1"
"F0120_015N","累计-市盈率1"
"F0120_016N","累计-升跌1"
"F0120_017N","累计-涨跌幅"
"F0120_018N","分钟-成交量加权平均价"
"F0120_023N","分钟-买价成交量"
"F0120_024N","分钟-卖价成交量"
"F0120_025N","分钟-中价成交量"
"F0120_026N","分钟-交易笔数"
"F0120_027N","分钟-平均交易量"
"F0120_037N","VWAP回报"
"F0120_038D","创建时间"
"F0120_039N","当天-最高值"
"F0120_040N","当天-最低值"
"F0120_041N","当天-开盘价"
"F0120_042N","隐含波动率"
"F0120_043N","分钟-回报"
"F0120_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0120_049N","委买卖比"
"F0120_050N","预留"
"F0120_004V","指数类别"
"F0120_005V","指数代码"
"F0120_006N","分钟-开盘"
"F0120_007N","分钟-收盘"
"F0120_019N","累计-成交量加权平均价"
"F0120_020N","VWAP标准差"
"F0120_021N","分钟-成交量"
"F0120_022N","分钟-成交额"
"F0120_001D","交易日"
"F0120_002V","交易时间"
"F0120_009N","累计-成交量"
"F0121_010N","分钟-最高成交价"
"F0121_009N","累计-成交量"
"F0121_013N","分钟-叫买揭示1"
"F0121_014N","分钟-叫卖揭示1"
"F0121_015N","累计-市盈率1"
"F0121_016N","累计-升跌1"
"F0121_017N","累计-涨跌幅"
"F0121_018N","分钟-成交量加权平均价"
"F0121_019N","累计-成交量加权平均价"
"F0121_020N","VWAP标准差"
"F0121_021N","分钟-成交量"
"F0121_022N","分钟-成交额"
"F0121_023N","分钟-买价成交量"
"F0121_024N","分钟-卖价成交量"
"F0121_025N","分钟-中价成交量"
"F0121_026N","分钟-交易笔数"
"F0121_027N","分钟-平均交易量"
"F0121_037N","VWAP回报"
"F0121_038D","创建时间"
"F0121_039N","当天-最高值"
"F0121_040N","当天-最低值"
"F0121_041N","当天-开盘价"
"F0121_042N","隐含波动率"
"F0121_043N","分钟-回报"
"F0121_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0121_049N","委买卖比"
"F0121_050N","预留"
"F0121_001D","交易日"
"F0121_002V","交易时间"
"F0121_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0121_004V","指数类别"
"F0121_005V","指数代码"
"F0121_006N","分钟-开盘"
"F0121_007N","分钟-收盘"
"F0121_008N","累计-成交额"
"F0121_011N","分钟-最低成交价"
"F0122_050N","预留"
"F0122_049N","委买卖比"
"F0122_002V","交易时间"
"F0122_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0122_004V","指数类别"
"F0122_005V","指数代码"
"F0122_006N","分钟-开盘"
"F0122_007N","分钟-收盘"
"F0122_008N","累计-成交额"
"F0122_009N","累计-成交量"
"F0122_010N","分钟-最高成交价"
"F0122_011N","分钟-最低成交价"
"F0122_013N","分钟-叫买揭示1"
"F0122_014N","分钟-叫卖揭示1"
"F0122_015N","累计-市盈率1"
"F0122_016N","累计-升跌1"
"F0122_017N","累计-涨跌幅"
"F0122_018N","分钟-成交量加权平均价"
"F0122_019N","累计-成交量加权平均价"
"F0122_020N","VWAP标准差"
"F0122_021N","分钟-成交量"
"F0122_022N","分钟-成交额"
"F0122_023N","分钟-买价成交量"
"F0122_024N","分钟-卖价成交量"
"F0122_025N","分钟-中价成交量"
"F0122_026N","分钟-交易笔数"
"F0122_027N","分钟-平均交易量"
"F0122_037N","VWAP回报"
"F0122_038D","创建时间"
"F0122_039N","当天-最高值"
"F0122_040N","当天-最低值"
"F0122_041N","当天-开盘价"
"F0122_042N","隐含波动率"
"F0122_043N","分钟-回报"
"F0122_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0122_001D","交易日"
"F0123_001D","交易日"
"F0123_050N","预留"
"F0123_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0123_004V","指数类别"
"F0123_005V","指数代码"
"F0123_006N","分钟-开盘"
"F0123_007N","分钟-收盘"
"F0123_008N","累计-成交额"
"F0123_009N","累计-成交量"
"F0123_010N","分钟-最高成交价"
"F0123_011N","分钟-最低成交价"
"F0123_013N","分钟-叫买揭示1"
"F0123_014N","分钟-叫卖揭示1"
"F0123_015N","累计-市盈率1"
"F0123_016N","累计-升跌1"
"F0123_017N","累计-涨跌幅"
"F0123_018N","分钟-成交量加权平均价"
"F0123_019N","累计-成交量加权平均价"
"F0123_020N","VWAP标准差"
"F0123_021N","分钟-成交量"
"F0123_022N","分钟-成交额"
"F0123_023N","分钟-买价成交量"
"F0123_024N","分钟-卖价成交量"
"F0123_025N","分钟-中价成交量"
"F0123_026N","分钟-交易笔数"
"F0123_027N","分钟-平均交易量"
"F0123_037N","VWAP回报"
"F0123_038D","创建时间"
"F0123_039N","当天-最高值"
"F0123_040N","当天-最低值"
"F0123_041N","当天-开盘价"
"F0123_042N","隐含波动率"
"F0123_043N","分钟-回报"
"F0123_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0123_049N","委买卖比"
"F0123_002V","交易时间"
"F0124_037N","VWAP回报"
"F0124_027N","分钟-平均交易量"
"F0124_039N","当天-最高值"
"F0124_040N","当天-最低值"
"F0124_041N","当天-开盘价"
"F0124_042N","隐含波动率"
"F0124_043N","分钟-回报"
"F0124_044N","累计-交易笔数"
"OB_SEQ_ID","序列号"
"F0124_049N","委买卖比"
"F0124_050N","预留"
"F0124_001D","交易日"
"F0124_002V","交易时间"
"F0124_003V","交易场所(深主板,深中小板,深创业板,上海主板)"
"F0124_004V","指数类别"
"F0124_005V","指数代码"
"F0124_006N","分钟-开盘"
"F0124_007N","分钟-收盘"
"F0124_008N","累计-成交额"
"F0124_009N","累计-成交量"
"F0124_010N","分钟-最高成交价"
"F0124_011N","分钟-最低成交价"
"F0124_013N","分钟-叫买揭示1"
"F0124_014N","分钟-叫卖揭示1"
"F0124_015N","累计-市盈率1"
"F0124_016N","累计-升跌1"
"F0124_017N","累计-涨跌幅"
"F0124_018N","分钟-成交量加权平均价"
"F0124_019N","累计-成交量加权平均价"
"F0124_020N","VWAP标准差"
"F0124_021N","分钟-成交量"
"F0124_022N","分钟-成交额"
"F0124_023N","分钟-买价成交量"
"F0124_024N","分钟-卖价成交量"
"F0124_025N","分钟-中价成交量"
"F0124_026N","分钟-交易笔数"
"F0124_038D","创建时间"
"F0125_053N","累计-主力资金流入"
"F0125_054N","累计-主力资金流出"
"F0125_055N","累计-主力资金净流入"
"F0125_056N","累计-非主力资金流入"
"F0125_057N","累计-非主力资金流出"
"F0125_058N","累计-非主力资金净流入"
"F0125_059N","分钟-总资金流入"
"F0125_060N","分钟-总资金流出"
"F0125_061N","分钟-总资金净流入"
"F0125_062N","分钟-主力资金流入"
"F0125_063N","分钟-主力资金流出"
"F0125_064N","分钟-主力资金净流入"
"F0125_065N","分钟-非主力资金流入"
"F0125_066N","分钟-非主力资金流出"
"F0125_067N","分钟-非主力资金净流入"
"F0125_068N","上涨成交额"
"F0125_069N","下跌成交额"
"F0125_070N","平盘成交额"
"F0125_071N","交易笔数-分钟"
"F0125_072N","交易笔数-累计"
"F0125_073N","分钟回报-等权计算"
"F0125_074N","累计回报-等权计算"
"F0125_075N","分钟回报-流通股本权重"
"F0125_076N","累计回报-流通股本权重"
"F0125_077N","分钟回报-自由流通股本权重"
"F0125_078N","累计回报-自由流通股本权重"
"F0125_079N","分钟回报-自由流通市值权重"
"F0125_080N","累计回报-自由流通市值权重"
"F0125_001D","交易日"
"F0125_002V","交易时间"
"F0125_003V","预留"
"F0125_004V","预留"
"F0125_005V","指数ID"
"F0125_006N","分钟-资金流量"
"F0125_007N","分钟-资金流量(特大户)"
"F0125_008N","分钟-资金流量(大户)"
"F0125_009N","分钟-资金流量(散户)"
"F0125_010N","分钟-资金流量(游资)"
"F0125_011N","累计-资金流量"
"F0125_012N","累计-资金流量(特大户)"
"F0125_013N","累计-资金流量(大户)"
"F0125_014N","累计-资金流量(散户)"
"F0125_015N","累计-资金流量(游资)"
"F0125_016N","分钟-成交量"
"F0125_017N","分钟-成交量(特大户)"
"F0125_018N","分钟-成交量(大户)"
"F0125_019N","分钟-成交量(散户)"
"F0125_020N","累计-成交量"
"F0125_021N","累计-成交量(特大户)"
"F0125_022N","累计-成交量(大户)"
"F0125_023N","累计-成交量(散户)"
"F0125_024N","分钟-买价成交量"
"F0125_025N","分钟-卖价成交量"
"F0125_026N","分钟-中价成交量"
"F0125_027N","分钟-成交额"
"F0125_028N","累计-成交额"
"F0125_029N","跌停数量"
"F0125_030N","涨停数量"
"F0125_031N","分钟-收盘价"
"F0125_032N","分钟回报-流通市值权重"
"F0125_033N","累计回报-流通市值权重"
"F0125_034N","流通市值"
"F0125_035N","上涨家数"
"F0125_036N","下跌家数"
"F0125_037D","创建时间"
"F0125_038N","平盘家数"
"F0125_039N","上涨成交量"
"F0125_040N","下跌成交量"
"F0125_041N","平盘成交量"
"F0125_042N","流通股本"
"F0125_043N","总股本"
"F0125_044N","总市值"
"F0125_045N","成份股个数"
"OB_SEQ_ID","序列号"
"F0125_046N","累计-资金流量(中户)"
"F0125_047N","分钟-资金流量(中户)"
"F0125_048N","累计-成交量(中户)"
"F0125_049N","分钟-成交量(中户)"
"F0125_050N","累计-总资金流入"
"F0125_051N","累计-总资金流出"
"F0125_052N","累计-总资金净流入"
"F0126_020N","累计-成交量"
"F0126_021N","累计-成交量(特大户)"
"F0126_022N","累计-成交量(大户)"
"F0126_023N","累计-成交量(散户)"
"F0126_024N","分钟-买价成交量"
"F0126_025N","分钟-卖价成交量"
"F0126_026N","分钟-中价成交量"
"F0126_027N","分钟-成交额"
"F0126_028N","累计-成交额"
"F0126_029N","跌停数量"
"F0126_030N","涨停数量"
"F0126_031N","分钟-收盘价"
"F0126_032N","分钟回报-流通市值权重"
"F0126_033N","累计回报-流通市值权重"
"F0126_034N","流通市值"
"F0126_035N","上涨家数"
"F0126_036N","下跌家数"
"F0126_037D","创建时间"
"F0126_038N","平盘家数"
"F0126_039N","上涨成交量"
"F0126_040N","下跌成交量"
"F0126_041N","平盘成交量"
"F0126_042N","流通股本"
"F0126_043N","总股本"
"F0126_044N","总市值"
"F0126_045N","成份股个数"
"OB_SEQ_ID","序列号"
"F0126_046N","累计-资金流量(中户)"
"F0126_047N","分钟-资金流量(中户)"
"F0126_048N","累计-成交量(中户)"
"F0126_049N","分钟-成交量(中户)"
"F0126_050N","累计-总资金流入"
"F0126_051N","累计-总资金流出"
"F0126_052N","累计-总资金净流入"
"F0126_053N","累计-主力资金流入"
"F0126_054N","累计-主力资金流出"
"F0126_055N","累计-主力资金净流入"
"F0126_056N","累计-非主力资金流入"
"F0126_057N","累计-非主力资金流出"
"F0126_058N","累计-非主力资金净流入"
"F0126_059N","分钟-总资金流入"
"F0126_060N","分钟-总资金流出"
"F0126_061N","分钟-总资金净流入"
"F0126_062N","分钟-主力资金流入"
"F0126_063N","分钟-主力资金流出"
"F0126_064N","分钟-主力资金净流入"
"F0126_065N","分钟-非主力资金流入"
"F0126_066N","分钟-非主力资金流出"
"F0126_067N","分钟-非主力资金净流入"
"F0126_068N","上涨成交额"
"F0126_069N","下跌成交额"
"F0126_070N","平盘成交额"
"F0126_071N","交易笔数-分钟"
"F0126_072N","交易笔数-累计"
"F0126_073N","分钟回报-等权计算"
"F0126_074N","累计回报-等权计算"
"F0126_075N","分钟回报-流通股本权重"
"F0126_076N","累计回报-流通股本权重"
"F0126_077N","分钟回报-自由流通股本权重"
"F0126_078N","累计回报-自由流通股本权重"
"F0126_079N","分钟回报-自由流通市值权重"
"F0126_080N","累计回报-自由流通市值权重"
"F0126_001D","交易日"
"F0126_002V","交易时间"
"F0126_003V","预留"
"F0126_004V","预留"
"F0126_005V","指数ID"
"F0126_006N","分钟-资金流量"
"F0126_007N","分钟-资金流量(特大户)"
"F0126_008N","分钟-资金流量(大户)"
"F0126_009N","分钟-资金流量(散户)"
"F0126_010N","分钟-资金流量(游资)"
"F0126_011N","累计-资金流量"
"F0126_012N","累计-资金流量(特大户)"
"F0126_013N","累计-资金流量(大户)"
"F0126_014N","累计-资金流量(散户)"
"F0126_015N","累计-资金流量(游资)"
"F0126_016N","分钟-成交量"
"F0126_017N","分钟-成交量(特大户)"
"F0126_018N","分钟-成交量(大户)"
"F0126_019N","分钟-成交量(散户)"
"F0127_003V","预留"
"F0127_004V","预留"
"F0127_005V","指数ID"
"F0127_006N","分钟-资金流量"
"F0127_007N","分钟-资金流量(特大户)"
"F0127_008N","分钟-资金流量(大户)"
"F0127_009N","分钟-资金流量(散户)"
"F0127_010N","分钟-资金流量(游资)"
"F0127_011N","累计-资金流量"
"F0127_012N","累计-资金流量(特大户)"
"F0127_013N","累计-资金流量(大户)"
"F0127_014N","累计-资金流量(散户)"
"F0127_015N","累计-资金流量(游资)"
"F0127_016N","分钟-成交量"
"F0127_017N","分钟-成交量(特大户)"
"F0127_018N","分钟-成交量(大户)"
"F0127_019N","分钟-成交量(散户)"
"F0127_020N","累计-成交量"
"F0127_021N","累计-成交量(特大户)"
"F0127_022N","累计-成交量(大户)"
"F0127_023N","累计-成交量(散户)"
"F0127_024N","分钟-买价成交量"
"F0127_025N","分钟-卖价成交量"
"F0127_026N","分钟-中价成交量"
"F0127_027N","分钟-成交额"
"F0127_028N","累计-成交额"
"F0127_029N","跌停数量"
"F0127_030N","涨停数量"
"F0127_031N","分钟-收盘价"
"F0127_032N","分钟回报-流通市值权重"
"F0127_033N","累计回报-流通市值权重"
"F0127_034N","流通市值"
"F0127_035N","上涨家数"
"F0127_036N","下跌家数"
"F0127_037D","创建时间"
"F0127_038N","平盘家数"
"F0127_039N","上涨成交量"
"F0127_040N","下跌成交量"
"F0127_041N","平盘成交量"
"F0127_042N","流通股本"
"F0127_043N","总股本"
"F0127_044N","总市值"
"F0127_045N","成份股个数"
"OB_SEQ_ID","序列号"
"F0127_046N","累计-资金流量(中户)"
"F0127_047N","分钟-资金流量(中户)"
"F0127_048N","累计-成交量(中户)"
"F0127_049N","分钟-成交量(中户)"
"F0127_050N","累计-总资金流入"
"F0127_051N","累计-总资金流出"
"F0127_052N","累计-总资金净流入"
"F0127_053N","累计-主力资金流入"
"F0127_054N","累计-主力资金流出"
"F0127_055N","累计-主力资金净流入"
"F0127_056N","累计-非主力资金流入"
"F0127_057N","累计-非主力资金流出"
"F0127_058N","累计-非主力资金净流入"
"F0127_059N","分钟-总资金流入"
"F0127_060N","分钟-总资金流出"
"F0127_061N","分钟-总资金净流入"
"F0127_062N","分钟-主力资金流入"
"F0127_063N","分钟-主力资金流出"
"F0127_064N","分钟-主力资金净流入"
"F0127_065N","分钟-非主力资金流入"
"F0127_066N","分钟-非主力资金流出"
"F0127_067N","分钟-非主力资金净流入"
"F0127_068N","上涨成交额"
"F0127_069N","下跌成交额"
"F0127_070N","平盘成交额"
"F0127_071N","交易笔数-分钟"
"F0127_072N","交易笔数-累计"
"F0127_073N","分钟回报-等权计算"
"F0127_074N","累计回报-等权计算"
"F0127_075N","分钟回报-流通股本权重"
"F0127_076N","累计回报-流通股本权重"
"F0127_077N","分钟回报-自由流通股本权重"
"F0127_078N","累计回报-自由流通股本权重"
"F0127_079N","分钟回报-自由流通市值权重"
"F0127_080N","累计回报-自由流通市值权重"
"F0127_001D","交易日"
"F0127_002V","交易时间"
"F0128_051N","累计-总资金流出"
"F0128_052N","累计-总资金净流入"
"F0128_053N","累计-主力资金流入"
"F0128_054N","累计-主力资金流出"
